ID,Video ID,Final Label,1st Hotspot Id,1st Hotspot Label,1st Hotspot Dist,2nd Hotspot Id,2nd Hotspot Label,2nd Hotspot Dist,3rd Hotspot Id,3rd Hotspot Label,3rd Hotspot Dist,4th Hotspot Id,4th Hotspot Label,4th Hotspot Dist,5th Hotspot Id,5th Hotspot Label,5th Hotspot Dist,6th Hotspot Id,6th Hotspot Label,6th Hotspot Dist
17,road_h10_s4_a,3.0,10,3,17.084205458719975,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
18,road_h10_s4_b,3.0,10,3,17.084205458719975,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
19,road_h10_s5_a,2.8773992691874177,10,3,3.190160135942221,400,1,104.30008992751841,725,1,91.89008005794318,0,0,1000.0,0,0,1000.0,0,0,1000.0
20,road_h10_s5_b,2.8773992691874177,10,3,3.190160135942221,400,1,104.30008992751841,725,1,91.89008005794318,0,0,1000.0,0,0,1000.0,0,0,1000.0
21,road_h10_s6_a,1.0,10,3,17.360491913085955,400,1,109.11315505891983,725,1,0.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
22,road_h10_s6_b,1.0,10,3,17.360491913085955,400,1,109.11315505891983,725,1,0.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
23,road_h100_s1_a,3.8163745073922453,100,4,6.486297047373647,936,1,99.48423496196693,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
24,road_h100_s1_b,3.8163745073922453,100,4,6.486297047373647,936,1,99.48423496196693,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
25,road_h100_s2_a,4.0,100,4,0.0,923,1,29.89182375621927,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
26,road_h100_s2_b,4.0,100,4,0.0,923,1,29.89182375621927,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
27,road_h100_s3_a,3.98591278441524,100,4,0.15489879996640876,333,1,32.832201958393895,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
28,road_h100_s3_b,3.98591278441524,100,4,0.15489879996640876,333,1,32.832201958393895,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
29,road_h100_s4_a,4.0,100,4,0.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
30,road_h100_s4_b,4.0,100,4,0.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
31,road_h100_s5 and 6_a,4.0,100,4,0.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
32,road_h100_s5 and 6_b,4.0,100,4,0.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
33,road_h101_s1_a_1,4.0,101,4,0.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
34,road_h101_s1_a_1,4.0,101,4,0.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
35,road_h101_s2_a_2,4.0,101,4,0.0,148,4,114.84208516384146,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
36,road_h101_s3_a_1,4.0,101,4,0.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
37,road_h101_s3_a_1,4.0,101,4,0.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
38,road_h101_s4_a_1,4.0,101,4,0.7329257149007417,124,4,58.50974153011803,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
39,road_h101_s4_a_1,4.0,101,4,0.7329257149007417,124,4,58.50974153011803,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
40,road_h102_s1_a,3.3022330369168134,2,3,94.52667630512994,33,2,12.52061244837145,102,4,6.508749006039133,0,0,1000.0,0,0,1000.0,0,0,1000.0
41,road_h102_s1_b,3.3022330369168134,2,3,94.52667630512994,33,2,12.52061244837145,102,4,6.508749006039133,0,0,1000.0,0,0,1000.0,0,0,1000.0
42,road_h102_s2_a,4.0,33,2,115.22851402305598,102,4,0.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
43,road_h103_s1_a_b,3.8825066678277214,63,2,121.26484657652674,103,4,8.070907562478268,280,4,121.59200005114492,0,0,1000.0,0,0,1000.0,0,0,1000.0
44,road_h103_s1_a_b,3.8825066678277214,63,2,121.26484657652674,103,4,8.070907562478268,280,4,121.59200005114492,0,0,1000.0,0,0,1000.0,0,0,1000.0
45,road_h103_s3_s2_a,2.0,33,2,64.8881765659958,38,2,0.0,103,4,48.2763570457012,0,0,1000.0,0,0,1000.0,0,0,1000.0
46,road_h103_s2_b,2.0,33,2,64.8881765659958,38,2,0.0,103,4,48.2763570457012,0,0,1000.0,0,0,1000.0,0,0,1000.0
47,road_h103_s3_b,4.0,38,2,26.09880697882734,103,4,0.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
48,road_h103_s4_a,2.0,63,2,0.0,103,4,0.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
49,road_h103_s4_b,2.0,63,2,0.0,103,4,0.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
50,road_h104_s1_a,4.0,104,4,0.0,486,1,92.40070006440583,491,1,109.22420602509348,0,0,1000.0,0,0,1000.0,0,0,1000.0
51,road_h104_s2_a,1.4917494778218023,104,4,22.761391020304785,491,1,4.462433895563461,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
52,road_h104_s2_b,1.4917494778218023,104,4,22.761391020304785,491,1,4.462433895563461,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
53,road_h105_s4_aClose_bFar,4.0,105,4,0.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
54,road_h105_s4_aClose_bFar,4.0,105,4,0.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
55,road_h106_s1_a,4.0,106,4,0.0,798,1,124.76848908080208,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
56,road_h106_s1_b,4.0,106,4,0.0,798,1,124.76848908080208,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
57,road_h106_s2_a,4.0,106,4,0.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
58,road_h106_s2_b,4.0,106,4,0.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
59,road_h106_s3_a,4.0,106,4,0.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
60,road_h106_s3_b,4.0,106,4,0.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
61,road_h107_s1_aNear_bFar,3.3765453574997575,107,4,31.172726789516386,423,1,118.82724753662357,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
62,road_h107_s1_aNear_bFar,3.3765453574997575,107,4,31.172726789516386,423,1,118.82724753662357,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
63,road_h107_s2_aRight_bLeft,4.0,107,4,0.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
64,road_h107_s2_aRight_bLeft,4.0,107,4,0.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
65,road_h107_s4_aLeft_bRight,4.0,107,4,0.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
66,road_h107_s4_bRight_aLeft,4.0,107,4,0.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
67,road_h107_s4_bRight_aLeft,4.0,107,4,0.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
68,road_h107_s4_aLeft_bRight,4.0,107,4,0.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
69,road_h108_s1_b_1,1.8554151224144684,108,4,26.26472814687669,184,4,90.5387513896381,818,1,8.120547570526096,0,0,1000.0,0,0,1000.0,0,0,1000.0
70,road_h108_s1_b_2,1.8554151224144684,108,4,26.26472814687669,184,4,90.5387513896381,818,1,8.120547570526096,0,0,1000.0,0,0,1000.0,0,0,1000.0
71,road_h108_s4_b,4.0,97,4,99.22690402008482,108,4,0.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
72,"road_h109_s1,2_a",4.0,109,4,0.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
73,"road_h109_s1,2_b",4.0,109,4,0.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
74,road_h11_s1_a_1,3.0,11,3,0.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
75,road_h11_s2&3_aleft_bright,3.0,11,3,0.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
76,road_h11_s2&3_aleft_bright,3.0,11,3,0.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
77,"road_h110_s1,2,3_a",1.0,110,4,45.767509484680886,445,1,0.0,897,1,79.76592387838207,0,0,1000.0,0,0,1000.0,0,0,1000.0
78,"road_h110_s1,2,3_b",1.0,110,4,45.767509484680886,445,1,0.0,897,1,79.76592387838207,0,0,1000.0,0,0,1000.0,0,0,1000.0
79,road_h110_s4_a,4.0,110,4,12.115910969760586,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
80,road_h110_s4_b,4.0,110,4,12.115910969760586,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
81,road_h111_s1_a,4.0,111,4,0.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
82,road_h111_s1_b,4.0,111,4,0.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
83,road_h111_s2_a,4.0,111,4,3.613776914308376,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
84,road_h111_s2_b,4.0,111,4,3.613776914308376,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
85,road_h111_s3_a,4.0,111,4,0.0,970,1,21.07870741670331,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
86,road_h111_s3_b,4.0,111,4,0.0,970,1,21.07870741670331,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
87,road_h111_s4 and 5_a,4.0,111,4,0.0,970,1,125.36482688028522,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
88,road_h111_s4 and 5_b,4.0,111,4,0.0,970,1,125.36482688028522,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
89,road_h112_s1_a,4.0,112,4,4.026025651809664,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
90,road_h112_s1_b,4.0,112,4,4.026025651809664,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
91,road_h112_s2_a,4.0,112,4,0.0,693,1,115.61813583773096,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
92,road_h113_s1_a_1,4.0,113,4,10.609510113873135,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
93,road_h113_s2_a_2,4.0,113,4,10.609510113873135,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
94,road_h114_s1_a,3.3389203846555615,114,4,20.073364036889142,782,1,71.02019067707874,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
95,road_h114_s2_a,4.0,48,2,43.61065665527703,114,4,0.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
96,road_h114_s3_a,2.0,48,2,0.0,114,4,0.7888263069061769,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
97,road_h115_s1_a,4.0,115,4,0.0,361,1,111.05978150878164,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
98,road_h115_s1_b,4.0,115,4,0.0,361,1,111.05978150878164,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
99,road_h115_s2_b,4.0,115,4,0.0,782,1,39.718374804699785,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
100,"road_h116_s1,2,3,4_a_1",4.0,116,4,13.366068775951147,218,4,13.96894181162236,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
101,"road_h116_s1,2,3,4_b_1",4.0,116,4,13.366068775951147,218,4,13.96894181162236,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
102,road_h117_s1_a_1,4.0,117,4,25.824280823936792,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
103,road_h117_s1_a_1,4.0,117,4,25.824280823936792,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
104,"road_h117_s2,3,4_a_1",4.0,117,4,13.548647914290337,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
105,"road_h117_s2,3,4_b_1",4.0,117,4,13.548647914290337,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
106,road_h118_s1_aLeft_bRight,4.0,118,4,0.0,1276,1,99.944563296959,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
107,road_h118_s1_aLeft_bRight,4.0,118,4,0.0,1276,1,99.944563296959,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
108,road_h118_s2_aRight_bLeft,3.730992320708282,118,4,6.577947316075877,1273,1,66.77996573750553,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
109,road_h118_s2_aRight_bLeft,3.730992320708282,118,4,6.577947316075877,1273,1,66.77996573750553,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
110,road_h119_s1_a_1,4.0,119,4,21.05608573017078,292,4,1.5820552750890764,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
111,road_h119_s1_a_2,4.0,119,4,21.05608573017078,292,4,1.5820552750890764,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
112,road_h119_s1_b,4.0,119,4,21.05608573017078,292,4,1.5820552750890764,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
113,road_h119_s4_b,3.0445533652016707,119,4,47.19480090451792,1303,1,100.99181418931065,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
114,road_h12_s1_1,3.0,12,3,0.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
115,road_h12_s1_a_2,3.0,12,3,0.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
116,road_h12_s1_b_1,3.0,12,3,0.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
117,road_h12_s4_a,3.0,12,3,35.283757081477795,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
118,road_h120_s1_a,4.0,120,4,33.567337117261154,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
119,road_h120_s1_b,4.0,120,4,33.567337117261154,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
120,"road_h120_s2,3_a",4.0,120,4,31.50639318623857,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
121,"road_h120_s2,3_b",4.0,120,4,31.50639318623857,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
122,"road_h121_s1_a,b",1.0,121,4,25.86889681668817,542,1,0.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
123,"road_h121_s1_a,b",1.0,121,4,25.86889681668817,542,1,0.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
124,"road_h121_s2_a,b",1.829039755549722,121,4,41.642338532285436,542,1,107.7439764787882,1014,1,18.655700512068915,0,0,1000.0,0,0,1000.0,0,0,1000.0
125,"road_h121_s2_a,b",1.829039755549722,121,4,41.642338532285436,542,1,107.7439764787882,1014,1,18.655700512068915,0,0,1000.0,0,0,1000.0,0,0,1000.0
126,"road_h121_s3 and 4_a,b",3.9550026634028583,121,4,0.874726706189912,542,1,105.6434675556863,1014,1,125.90483495082876,0,0,1000.0,0,0,1000.0,0,0,1000.0
127,"road_h121_s3 and 4_a,b",3.9550026634028583,121,4,0.874726706189912,542,1,105.6434675556863,1014,1,125.90483495082876,0,0,1000.0,0,0,1000.0,0,0,1000.0
128,"road_h121_s5_a,b",4.0,121,4,0.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
129,"road_h121_s5_a,b",4.0,121,4,0.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
130,"road_h121_s6_a,b",4.0,121,4,0.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
131,"road_h121_s6_a,b",4.0,121,4,0.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
132,"road_h122_s1_a,b",4.0,122,4,0.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
133,"road_h122_s1_a,b",4.0,122,4,0.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
134,"road_h122_s2_a,b",4.0,122,4,0.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
135,"road_h122_s2_a,b",4.0,122,4,0.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
136,"road_h122_s3_ a,b",4.0,122,4,0.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
137,"road_h122_s3_ a,b",4.0,122,4,0.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
138,"road_h122_s4_a,b",4.0,122,4,1.2735070851063657,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
139,"road_h122_s4_a,b",4.0,122,4,1.2735070851063657,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
140,"road_h123_s1_a,b",4.0,123,4,0.0,710,1,73.44477439224676,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
141,"road_h123_s1_a,b",4.0,123,4,0.0,710,1,73.44477439224676,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
142,"road_h123_s2_a,b",1.0,123,4,0.023340776260854266,539,1,0.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
143,"road_h123_s2_a,b",1.0,123,4,0.023340776260854266,539,1,0.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
144,road_h123_s3_a,4.0,123,4,0.0,223,4,43.545105158596314,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
145,road_h123_s3_b,4.0,123,4,0.0,223,4,43.545105158596314,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
146,road_h123_s4_a,4.0,123,4,0.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
147,road_h123_s4_b,4.0,123,4,0.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
148,road_h123_s5a,4.0,123,4,0.0,247,4,100.42152428564901,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
149,road_h123_s5_b,4.0,123,4,0.0,247,4,100.42152428564901,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
150,road_h124_s1_a_1,4.0,124,4,0.0,248,4,100.44930101595622,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
151,road_h124_s1_a_1,4.0,124,4,0.0,248,4,100.44930101595622,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
152,road_h124_s2_a_2,4.0,101,4,85.24432942753421,124,4,0.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
153,road_h124_s4_a_1,4.0,124,4,0.0,248,4,3.7212008345046477,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
154,road_h124_s5_a_1,4.0,124,4,6.079660117351426,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
155,road_h124_s5_a_1,4.0,124,4,6.079660117351426,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
156,road_h125_s1_a_1,4.0,125,4,0.0,126,4,88.67740413326842,278,4,123.54677638926357,1076,1,124.17008120381033,0,0,1000.0,0,0,1000.0
157,road_h125_s1_a_2,4.0,125,4,0.0,126,4,88.67740413326842,278,4,123.54677638926357,1076,1,124.17008120381033,0,0,1000.0,0,0,1000.0
158,road_h125_s2_a_1,4.0,54,2,105.93111415706548,125,4,0.0,1076,1,112.31475114979995,0,0,1000.0,0,0,1000.0,0,0,1000.0
159,road_h125_s2_a_2,4.0,54,2,105.93111415706548,125,4,0.0,1076,1,112.31475114979995,0,0,1000.0,0,0,1000.0,0,0,1000.0
160,road_h125_s3_a_2,4.0,54,2,1.9747908549083448,125,4,0.0,1076,1,125.77350524175411,0,0,1000.0,0,0,1000.0,0,0,1000.0
161,road_h125_s3_a_1,4.0,54,2,1.9747908549083448,125,4,0.0,1076,1,125.77350524175411,0,0,1000.0,0,0,1000.0,0,0,1000.0
162,road_h125_s4_a_1,2.2978905218544803,54,2,72.72013734557441,125,4,2.0492298311700137,1076,1,1.570320829332169,0,0,1000.0,0,0,1000.0,0,0,1000.0
163,road_h125_s4_a_2,2.2978905218544803,54,2,72.72013734557441,125,4,2.0492298311700137,1076,1,1.570320829332169,0,0,1000.0,0,0,1000.0,0,0,1000.0
164,road_h125_s5_a_1,4.0,125,4,0.0,278,4,78.00127155271345,740,1,116.36568624276322,1076,1,126.2703143986623,0,0,1000.0,0,0,1000.0
165,road_h125_s5_a_2,4.0,125,4,0.0,278,4,78.00127155271345,740,1,116.36568624276322,1076,1,126.2703143986623,0,0,1000.0,0,0,1000.0
166,road_h125_s6_a_2,4.0,54,2,77.89757817485037,125,4,0.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
167,road_h125_s6_a_1,4.0,54,2,77.89757817485037,125,4,0.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
168,road_h125_s6_a_1,4.0,54,2,77.89757817485037,125,4,0.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
169,road_h125_s6_a_2,4.0,54,2,77.89757817485037,125,4,0.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
170,road_h126_s2_a,4.000000000000001,125,4,51.75767698517003,126,4,4.6380507727553875,278,4,120.97811744189958,0,0,1000.0,0,0,1000.0,0,0,1000.0
171,road_h126_s2_b,4.000000000000001,125,4,51.75767698517003,126,4,4.6380507727553875,278,4,120.97811744189958,0,0,1000.0,0,0,1000.0,0,0,1000.0
172,road_h126_s3,4.0,125,4,129.50632674951743,126,4,0.0,278,4,67.93977889574634,0,0,1000.0,0,0,1000.0,0,0,1000.0
173,road_h126_s3,4.0,125,4,129.50632674951743,126,4,0.0,278,4,67.93977889574634,0,0,1000.0,0,0,1000.0,0,0,1000.0
174,road_h126_s4_aR_bL,3.137005084690662,126,4,39.830500733389805,1077,1,98.63092016309143,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
175,road_h126_s4_aR_bL,3.137005084690662,126,4,39.830500733389805,1077,1,98.63092016309143,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
176,road_h127_s1_a,4.0,95,4,52.28162902565959,127,4,0.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
177,road_h127_s1_b,4.0,95,4,52.28162902565959,127,4,0.0,0,0,1000.0,0,0,1000.0,0,0,1000.0,0,0,1000.0
